id,sentence,type,pronoun,tokens,log_probs,pronoun_log_prob,critical_token_idx
5_shirt_affirmative,Mary found a shirt at the store and she wore it at the wedding.,affirmative,subj,Mary|##found|##a|##shirt|##at|##the|##store|##and|##she|##wore|##it|##at|##the|##wedding|.|<|endoftext|>,-8.149288|-10.264531|-8.911984|-8.788919|-9.489101|-8.7801075|-8.592148|-7.5530686|-10.114549|-15.9109|-8.695591|-9.433521|-8.979178|-9.286198|-10.432404|-11.489887,-10.114549,8
5_shirt_negated,Mary didn't find a shirt at the store and it looks amazing on her.,negated,it,Mary|##didn|'t|##find|##a|##shirt|##at|##the|##store|##and|##it|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.149288|-8.11986|-11.509219|-13.128141|-9.989555|-8.097682|-9.162774|-8.745111|-8.717482|-7.8019876|-10.172953|-12.201773|-12.716398|-9.840105|-10.890355|-9.916591|-11.371545,-10.172953,10
5_shirt_negated,Mary didn't find a shirt at the store and she had to wear a t-shirt instead.,negated,subj,Mary|##didn|'t|##find|##a|##shirt|##at|##the|##store|##and|##she|##had|##to|##wear|##a|##t|-|shirt|##instead|.|<|endoftext|>,-8.149288|-8.11986|-11.509219|-13.128141|-9.989555|-8.097682|-9.162774|-8.745111|-8.717482|-7.8019876|-9.930379|-6.6545367|-9.021465|-10.867073|-8.381858|-10.244449|-13.1667385|-14.566969|-7.139584|-10.440989|-11.780226,-9.930379,10
5_shirt_know,I know that Mary found a shirt at the store. It looks amazing on her.,know,it,I|##know|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-6.7067833|-11.695987|-8.969616|-9.090366|-9.066122|-8.655332|-9.018034|-10.283615|-13.686069|-12.4044695|-13.264013|-10.681053|-11.0847845|-10.489869|-11.6713705,-13.686069,11
5_shirt_know,I know that Mary found a shirt at the store. She wore it at the wedding.,know,subj,I|##know|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##She|##wore|##it|##at|##the|##wedding|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-6.7067833|-11.695987|-8.969616|-9.090366|-9.066122|-8.655332|-9.018034|-10.283615|-13.749655|-14.304987|-8.647383|-9.237386|-8.912133|-8.851879|-10.682095|-11.628949,-13.749655,11
5_shirt_doubt,I doubt that Mary found a shirt at the store. It looks amazing on her.,doubt,it,I|##doubt|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.608882|-11.764904|-4.967763|-6.973778|-11.606387|-9.207592|-8.6919775|-9.075478|-8.718429|-8.852471|-10.147511|-13.746794|-12.922651|-12.385055|-9.353554|-10.660843|-10.073344|-11.464087,-13.746794,11
5_shirt_doubt,I doubt that Mary found a shirt at the store. She didn't manage to get any other nice clothes either.,doubt,subj,I|##doubt|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##She|##didn|'t|##manage|##to|##get|##any|##other|##nice|##clothes|##either|.|<|endoftext|>,-8.608881|-11.764903|-4.967763|-6.973778|-11.606385|-9.207594|-8.6919775|-9.075478|-8.71843|-8.85247|-10.147508|-13.894509|-16.123032|-11.270214|-12.200571|-8.632098|-10.3046055|-9.020491|-8.649179|-7.297844|-9.636997|-8.438946|-10.729843|-11.527834,-13.894509,11
5_shirt_modal,Mary wants to find a shirt at the store and it looks amazing on her.,modal,it,Mary|##wants|##to|##find|##a|##shirt|##at|##the|##store|##and|##it|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.149288|-10.814306|-8.577594|-11.813379|-8.833442|-8.910818|-8.828099|-8.518559|-8.717756|-7.275815|-9.540481|-12.214738|-12.904796|-10.391548|-10.059719|-10.387692|-11.53093,-9.540481,10
5_shirt_modal,Mary wants to find a shirt at the store and she checked that the store is open on Sundays. ,modal,subj,Mary|##wants|##to|##find|##a|##shirt|##at|##the|##store|##and|##she|##checked|##that|##the|##store|##is|##open|##on|##Sundays|.|<|endoftext|>,-8.149288|-10.814306|-8.577594|-11.813379|-8.833442|-8.910818|-8.828099|-8.518559|-8.717756|-7.275815|-9.914609|-13.856989|-6.495595|-7.775064|-8.013126|-9.973792|-11.5309725|-9.088371|-13.783846|-9.930627|-11.704013,-9.914609,10
5_shirt_managed,Mary managed to find a shirt at the store. It looks amazing on her.,managed,it,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.149288|-10.941085|-8.623674|-11.784943|-9.032506|-8.906396|-9.120684|-8.495323|-8.576475|-10.841962|-14.465243|-12.311831|-13.3788805|-10.811458|-10.298112|-10.576933|-11.667397,-14.465243,10
5_shirt_managed,Mary managed to find a shirt at the store. She wore it at the wedding.,managed,subj,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|.|##She|##wore|##it|##at|##the|##wedding|.|<|endoftext|>,-8.149288|-10.941085|-8.623674|-11.784943|-9.032506|-8.906396|-9.120684|-8.495323|-8.576475|-10.841962|-14.18313|-14.40598|-9.531218|-9.387581|-8.708946|-9.023031|-10.810015|-11.673968,-14.18313,10
5_shirt_failed,Mary failed to find a shirt at the store. It looks amazing on her.,failed,it,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.149288|-11.419286|-9.6763|-12.029122|-9.66104|-8.237778|-8.940571|-8.539082|-8.278629|-10.580598|-14.208059|-12.911445|-12.413018|-9.677504|-10.5554695|-9.950117|-11.316623,-14.208059,10
5_shirt_failed,Mary failed to find a shirt at the store. She didn't manage to get any other nice clothes either.,failed,subj,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##She|##didn|'t|##manage|##to|##get|##any|##other|##nice|##clothes|##either|.|<|endoftext|>,-8.149287|-11.419285|-9.676298|-12.029121|-9.661037|-8.237778|-8.940569|-8.539083|-8.278629|-10.580597|-14.097866|-16.226767|-12.422232|-11.677479|-9.086328|-10.4646|-8.962667|-8.487492|-7.9578557|-9.895916|-7.8235636|-11.014109|-11.459934,-14.097866,10
6_rat_affirmative,Carla got a pet rat and it is very noisy at night.,affirmative,it,Car|la|##got|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.259137|-11.875582|-10.424021|-9.173047|-7.6296654|-9.957626|-7.339856|-9.232629|-9.131268|-4.838812|-12.312368|-9.342358|-10.13715|-10.272392|-11.544864,-9.232629,7
6_rat_affirmative,Carla got a pet rat and she constantly posts photos of it.,affirmative,subj,Car|la|##got|##a|##pet|##rat|##and|##she|##constantly|##posts|##photos|##of|##it|.|<|endoftext|>,-7.259137|-11.875582|-10.424021|-9.173047|-7.6296654|-9.957626|-7.339856|-9.663721|-9.685156|-7.3781557|-10.202549|-10.255015|-9.563112|-10.230856|-11.686018,-9.663721,7
6_rat_negated,Carla didn't get a pet rat and it is very noisy at night.,negated,it,Car|la|##didn|'t|##get|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.259137|-11.875582|-15.352905|-11.648359|-11.312603|-10.460842|-7.447858|-11.236676|-7.4660726|-9.632807|-9.279681|-5.410883|-12.645807|-9.394545|-10.366235|-10.0700035|-11.393633,-9.632807,9
6_rat_negated,Carla didn't get a pet rat and she is already regretting her decision.,negated,subj,Car|la|##didn|'t|##get|##a|##pet|##rat|##and|##she|##is|##already|##regret|ting|##her|##decision|.|<|endoftext|>,-7.259137|-11.875582|-15.352905|-11.648359|-11.312603|-10.460842|-7.447858|-11.236676|-7.4660726|-9.999067|-10.016033|-8.983297|-18.495373|-11.92642|-12.269808|-11.875579|-10.317638|-11.441339,-9.999067,9
6_rat_know,I know that Carla got a pet rat. It is very noisy at night.,know,it,I|##know|##that|##Car|la|##got|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-10.912844|-13.30172|-10.2864895|-8.804329|-8.110065|-10.334767|-10.796525|-13.840056|-9.05036|-5.386649|-13.367101|-9.729332|-10.443251|-10.481952|-11.72772,-13.840056,10
6_rat_know,I know that Carla got a pet rat. She constantly posts photos of it.,know,subj,I|##know|##that|##Car|la|##got|##a|##pet|##rat|.|##She|##constantly|##posts|##photos|##of|##it|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-10.912844|-13.30172|-10.2864895|-8.804329|-8.110065|-10.334767|-10.796525|-13.492087|-10.415062|-7.655793|-10.351092|-10.014265|-10.138132|-10.58488|-11.886511,-13.492087,10
6_rat_doubt,I doubt that Carla got a pet rat. It is very noisy at night.,doubt,it,I|##doubt|##that|##Car|la|##got|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-8.608882|-11.764904|-4.967763|-11.591079|-13.071822|-11.453282|-9.517444|-7.5917516|-11.0968075|-10.140158|-13.913853|-9.2443905|-5.8978376|-12.7888365|-9.23802|-10.097925|-9.875893|-11.545859,-13.913853,10
6_rat_doubt,I doubt that Carla got a pet rat. She wasn't particularly impressed by the chinchillas either.,doubt,subj,I|##doubt|##that|##Car|la|##got|##a|##pet|##rat|.|##She|##wasn|'t|##particularly|##impressed|##by|##the|##ch|inch|illas|##either|.|<|endoftext|>,-8.608881|-11.764903|-4.967763|-11.591083|-13.071819|-11.453284|-9.517445|-7.5917535|-11.096809|-10.140158|-14.040173|-17.854942|-14.513923|-7.464436|-15.190934|-10.877331|-8.773342|-15.151413|-13.88896|-17.44341|-7.8259726|-10.659494|-11.689705,-14.040173,10
6_rat_modal,Carla wants to get a pet rat and it is very noisy at night.,modal,it,Car|la|##wants|##to|##get|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.259137|-11.875582|-12.895983|-8.481763|-10.235211|-9.220943|-6.256123|-9.665761|-7.1660557|-8.916124|-8.836622|-5.130572|-12.663873|-9.146315|-10.454214|-9.950785|-11.549126,-8.916124,9
6_rat_modal,Carla wants to get a pet rat and she already bought a cage.,modal,subj,Car|la|##wants|##to|##get|##a|##pet|##rat|##and|##she|##already|##bought|##a|##cage|.|<|endoftext|>,-7.259137|-11.875582|-12.895983|-8.481763|-10.235211|-9.220943|-6.256122|-9.665759|-7.1660566|-10.204199|-8.42168|-11.944005|-8.603819|-8.074078|-9.949379|-11.643225,-10.204199,9
6_rat_managed,Carla managed to get a pet rat. It is very noisy at night.,managed,it,Car|la|##managed|##to|##get|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.259137|-11.875582|-13.6763|-8.618841|-10.612118|-9.531057|-7.759117|-10.883288|-10.353888|-13.633769|-8.801085|-5.521512|-12.693007|-9.305733|-10.701911|-10.2448845|-11.600805,-13.633769,9
6_rat_managed,Carla managed to get a pet rat. She found one at the store at the mall.,managed,subj,Car|la|##managed|##to|##get|##a|##pet|##rat|.|##She|##found|##one|##at|##the|##store|##at|##the|##mall|.|<|endoftext|>,-7.259137|-11.875582|-13.6763|-8.618841|-10.612118|-9.531057|-7.759117|-10.883288|-10.353888|-13.461849|-12.210808|-7.0879693|-9.610273|-8.295806|-9.684852|-8.732638|-8.39413|-8.737872|-10.488723|-11.741854,-13.461849,9
6_rat_failed,Carla failed to get a pet rat. It is very noisy at night.,failed,it,Car|la|##failed|##to|##get|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.259137|-11.875582|-10.960586|-9.710363|-10.807549|-9.74643|-7.435589|-9.545955|-10.1467085|-13.683071|-8.942265|-5.9139776|-12.43236|-9.262793|-10.26956|-10.070246|-11.440964,-13.683071,9
6_rat_failed,Carla failed to get a pet rat. She tried three different stores.,failed,subj,Car|la|##failed|##to|##get|##a|##pet|##rat|.|##She|##tried|##three|##different|##stores|.|<|endoftext|>,-7.259137|-11.875582|-10.960584|-9.710363|-10.807549|-9.746429|-7.435589|-9.545953|-10.146709|-13.58019|-10.825657|-10.6909|-6.73868|-13.116994|-11.150113|-11.755246,-13.58019,9
7_beer_affirmative,Sam ordered a beer at the bar and it was warm.,affirmative,it,Sam|##ordered|##a|##beer|##at|##the|##bar|##and|##it|##was|##warm|.|<|endoftext|>,-11.012538|-10.856688|-8.61644|-8.225225|-9.014311|-8.835461|-8.88229|-7.014774|-10.337709|-8.972644|-9.179806|-10.561896|-11.593827,-10.337709,8
7_beer_affirmative,Sam ordered a beer at the bar and he gave a very generous tip.,affirmative,subj,Sam|##ordered|##a|##beer|##at|##the|##bar|##and|##he|##gave|##a|##very|##generous|##tip|.|<|endoftext|>,-11.012538|-10.856688|-8.61644|-8.225225|-9.014311|-8.835461|-8.88229|-7.0147724|-9.308202|-14.924258|-8.60905|-6.357229|-9.869882|-10.483101|-10.260919|-11.476178,-9.308202,8
7_beer_negated,Sam didn't order a beer at the bar and it was warm.,negated,it,Sam|##didn|'t|##order|##a|##beer|##at|##the|##bar|##and|##it|##was|##warm|.|<|endoftext|>,-11.012538|-11.826471|-11.372322|-11.951608|-9.373478|-9.100899|-9.12798|-9.415791|-9.84785|-7.524783|-10.41681|-9.655576|-9.009171|-10.374665|-11.519928,-10.41681,10
7_beer_negated,Sam didn't order a beer at the bar and he also didn't do any drugs.,negated,subj,Sam|##didn|'t|##order|##a|##beer|##at|##the|##bar|##and|##he|##also|##didn|'t|##do|##any|##drugs|.|<|endoftext|>,-11.012538|-11.826471|-11.372323|-11.951608|-9.373478|-9.1009|-9.127981|-9.41579|-9.847849|-7.5247836|-9.894803|-9.122778|-15.91231|-11.366095|-9.651328|-9.435659|-10.833735|-10.804102|-11.622064,-9.894803,10
7_beer_know,I know that Sam ordered a beer at the bar. It was warm.,know,it,I|##know|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-8.608882|-11.01769|-5.189838|-7.723486|-12.809205|-8.485455|-8.103733|-8.465382|-8.869083|-9.709955|-10.563796|-13.619988|-9.300753|-9.371921|-11.013517|-11.666586,-13.619988,11
7_beer_know,I know that Sam ordered a beer at the bar. He gave a very generous tip.,know,subj,I|##know|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##He|##gave|##a|##very|##generous|##tip|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-7.7234864|-12.809205|-8.485455|-8.103731|-8.465382|-8.869084|-9.709957|-10.563795|-12.758814|-15.1664295|-8.676853|-6.4434376|-9.475147|-11.000526|-10.257189|-11.630562,-12.758814,11
7_beer_doubt,I doubt that Sam ordered a beer at the bar. It was warm.,doubt,it,I|##doubt|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-8.608882|-11.764902|-4.9677625|-7.6163797|-13.4467125|-9.042286|-8.929661|-8.578803|-8.88762|-9.608082|-10.647255|-13.844532|-9.629303|-9.185038|-10.942073|-11.5334425,-13.844532,11
7_beer_doubt,I doubt that Sam ordered a beer at the bar. He also couldn't get a drink with his fake ID anywhere else.,doubt,subj,I|##doubt|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##He|##also|##couldn|'t|##get|##a|##drink|##with|##his|##fake|##ID|##anywhere|##else|.|<|endoftext|>,-8.608881|-11.764903|-4.967763|-7.6163797|-13.4467125|-9.042287|-8.929661|-8.5788|-8.887621|-9.608081|-10.647255|-13.561533|-8.048791|-15.387365|-10.789587|-10.449875|-9.568909|-9.536685|-10.368191|-9.991768|-7.237309|-8.985026|-7.6671557|-7.886575|-10.456962|-11.507139,-13.561533,11
7_beer_modal,Sam wants to order a beer at the bar and it is warm.,modal,it,Sam|##wants|##to|##order|##a|##beer|##at|##the|##bar|##and|##it|##is|##warm|.|<|endoftext|>,-11.012538|-10.857233|-8.78819|-11.348348|-8.822927|-8.571958|-9.007307|-8.977304|-9.028294|-7.2267966|-10.275365|-9.632449|-9.143845|-10.547571|-11.690056,-10.275365,10
7_beer_modal,Sam wants to order a beer at the bar and he also wants to get some fries.,modal,subj,Sam|##wants|##to|##order|##a|##beer|##at|##the|##bar|##and|##he|##also|##wants|##to|##get|##some|##fries|.|<|endoftext|>,-11.012538|-10.857233|-8.788188|-11.348349|-8.822926|-8.571959|-9.007305|-8.977304|-9.028293|-7.2267966|-9.599353|-8.616127|-14.079878|-8.972477|-10.186411|-8.363059|-7.010803|-10.368986|-11.757104,-9.599353,10
7_beer_managed,Sam managed to order a beer at the bar. It was warm.,managed,it,Sam|##managed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-11.012538|-10.82946|-8.607651|-11.496179|-8.644772|-8.5489|-8.680998|-8.925265|-9.179703|-10.927032|-14.493906|-9.392778|-9.430449|-11.262875|-11.74799,-14.493906,10
7_beer_managed,Sam managed to order a beer at the bar. He had to stand in line for ten minutes though.,managed,subj,Sam|##managed|##to|##order|##a|##beer|##at|##the|##bar|.|##He|##had|##to|##stand|##in|##line|##for|##ten|##minutes|##though|.|<|endoftext|>,-11.012538|-10.829461|-8.607651|-11.49618|-8.644771|-8.548901|-8.681001|-8.925266|-9.179701|-10.927032|-12.719265|-5.1742897|-8.1526165|-12.308281|-8.688602|-10.469907|-8.876136|-9.813873|-11.394969|-9.09539|-10.621039|-11.810762,-12.719265,10
7_beer_failed,Sam failed to order a beer at the bar. It was warm.,failed,it,Sam|##failed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-11.012538|-10.534004|-9.488878|-11.24939|-9.206917|-8.4455385|-8.526346|-8.838217|-8.706474|-10.55015|-14.061694|-9.439747|-9.658325|-11.036848|-11.548223,-14.061694,10
7_beer_failed,Sam failed to order a beer at the bar. He also couldn't get a drink with his fake ID anywhere else.,failed,subj,Sam|##failed|##to|##order|##a|##beer|##at|##the|##bar|.|##He|##also|##couldn|'t|##get|##a|##drink|##with|##his|##fake|##ID|##anywhere|##else|.|<|endoftext|>,-11.01254|-10.534008|-9.488878|-11.24939|-9.206916|-8.4455385|-8.526346|-8.838218|-8.706474|-10.55015|-12.866495|-8.228743|-15.517134|-10.267007|-10.667647|-9.737172|-9.726631|-10.596362|-10.06936|-8.056335|-9.158591|-8.254608|-8.639703|-11.000183|-11.56224,-12.866495,10
8_cake_affirmative,Michael baked a cake and it was the best thing at the picnic.,affirmative,it,Michael|##baked|##a|##cake|##and|##it|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.867976|-7.0356913|-9.364813|-8.925676|-7.34317|-10.006487|-9.493368|-9.0093155|-8.884823|-10.152037|-9.932407|-9.119947|-7.8792415|-9.701452|-11.2972765,-10.006487,5
8_cake_affirmative,Michael baked a cake and he also made a pie.,affirmative,subj,Michael|##baked|##a|##cake|##and|##he|##also|##made|##a|##pie|.|<|endoftext|>,-11.867976|-7.0356913|-9.364813|-8.925676|-7.34317|-9.016966|-8.066|-10.143698|-9.189988|-7.7074776|-10.171451|-11.441277,-9.016966,5
8_cake_negated,Michael didn't bake a cake and it was the best thing at the picnic.,negated,it,Michael|##didn|'t|##bake|##a|##cake|##and|##it|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.867976|-12.050401|-11.229906|-10.110247|-10.058665|-10.301325|-7.8120623|-10.051035|-9.367746|-8.538193|-8.098627|-9.990082|-9.949709|-8.936444|-7.954356|-9.996549|-11.300659,-10.051035,7
8_cake_negated,Michael didn't bake a cake and he also didn't bring anything else to the picnic.,negated,subj,Michael|##didn|'t|##bake|##a|##cake|##and|##he|##also|##didn|'t|##bring|##anything|##else|##to|##the|##picnic|.|<|endoftext|>,-11.867976|-12.050401|-11.229906|-10.110247|-10.058665|-10.301325|-7.8120623|-10.384463|-8.492231|-15.632595|-10.739559|-12.138277|-10.779045|-8.122466|-9.015924|-9.596156|-6.8562393|-10.395803|-11.519165,-10.384463,7
8_cake_know,I know that Michael baked a cake. It was the best thing at the picnic.,know,it,I|##know|##that|##Michael|##baked|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-6.5581737|-9.2194|-9.741203|-9.620356|-10.30104|-13.64532|-9.559765|-8.287216|-9.310231|-10.528816|-10.017379|-8.893|-7.8965034|-10.630231|-11.548764,-13.64532,8
8_cake_know,I know that Michael baked a cake. He also made a pie.,know,subj,I|##know|##that|##Michael|##baked|##a|##cake|.|##He|##also|##made|##a|##pie|.|<|endoftext|>,-8.608882|-11.01769|-5.189838|-6.558175|-9.219401|-9.741203|-9.6203575|-10.301041|-12.925215|-7.383363|-10.016654|-9.353908|-7.940881|-10.604432|-11.671782,-12.925215,8
8_cake_doubt,I doubt that Michael baked a cake. It was the best thing at the picnic.,doubt,it,I|##doubt|##that|##Michael|##baked|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-8.608882|-11.764904|-4.967763|-6.695396|-8.402571|-9.689342|-10.321099|-10.212832|-13.679932|-9.515907|-8.172327|-7.896138|-10.196903|-9.731199|-8.5551|-7.51974|-10.2070265|-11.258578,-13.679932,8
8_cake_doubt,I doubt that Michael baked a cake. He also didn't prepare anything else for the picnic.,doubt,subj,I|##doubt|##that|##Michael|##baked|##a|##cake|.|##He|##also|##didn|'t|##prepare|##anything|##else|##for|##the|##picnic|.|<|endoftext|>,-8.608882|-11.764904|-4.967763|-6.695396|-8.402571|-9.689342|-10.321099|-10.212832|-13.303699|-7.553914|-15.977659|-10.9278555|-14.086334|-10.647333|-7.1525183|-9.276897|-8.785788|-6.9833407|-10.389519|-11.419679,-13.303699,8
8_cake_modal,Michael wants to bake a cake and it is the best thing at the picnic.,modal,it,Michael|##wants|##to|##bake|##a|##cake|##and|##it|##is|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.867976|-9.547315|-8.587032|-9.255733|-9.898857|-9.0885515|-7.2598314|-9.432209|-9.045275|-8.218779|-8.510738|-10.348719|-9.4244175|-8.767067|-7.127074|-9.944573|-11.38698,-9.432209,7
8_cake_modal,Michael wants to bake a cake and he already chose a recipe.,modal,subj,Michael|##wants|##to|##bake|##a|##cake|##and|##he|##already|##chose|##a|##recipe|.|<|endoftext|>,-11.867976|-9.547313|-8.587031|-9.255732|-9.898856|-9.088551|-7.259832|-9.860064|-8.8712225|-13.523406|-8.94228|-10.399254|-10.347662|-11.829256,-9.860064,7
8_cake_managed,Michael managed to bake a cake. It was the best thing at the picnic.,managed,it,Michael|##managed|##to|##bake|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.867976|-11.774528|-8.528195|-10.723281|-9.317373|-8.531027|-10.246422|-13.835967|-9.531537|-8.638971|-9.490886|-10.258629|-10.051564|-9.059087|-7.898902|-10.400344|-11.491752,-13.835967,7
8_cake_managed,Michael managed to bake a cake. He also made a pie.,managed,subj,Michael|##managed|##to|##bake|##a|##cake|.|##He|##also|##made|##a|##pie|.|<|endoftext|>,-11.867976|-11.774528|-8.528194|-10.723279|-9.317374|-8.531025|-10.246422|-12.560714|-7.9497824|-10.100249|-9.411607|-7.995992|-10.514933|-11.697439,-12.560714,7
8_cake_failed,Michael failed to bake a cake. It was the best thing at the picnic.,failed,it,Michael|##failed|##to|##bake|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.867976|-8.726234|-9.602385|-10.396532|-9.422199|-9.1689625|-10.205915|-13.609763|-9.354273|-8.336487|-8.299992|-9.679006|-9.932241|-8.853508|-7.7994466|-10.295428|-11.401648,-13.609763,7
8_cake_failed,Michael failed to bake a cake. He also didn't prepare anything else for the picnic.,failed,subj,Michael|##failed|##to|##bake|##a|##cake|.|##He|##also|##didn|'t|##prepare|##anything|##else|##for|##the|##picnic|.|<|endoftext|>,-11.867976|-8.726234|-9.602385|-10.396532|-9.422199|-9.1689625|-10.205915|-12.692998|-7.837179|-16.086147|-11.814991|-13.590533|-11.051622|-7.040327|-9.07643|-8.847267|-6.96295|-10.610831|-11.592849,-12.692998,7
9_letter_affirmative,Carolyn wrote a letter to her parents and it arrived three days after she sent it.,affirmative,it,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##and|##it|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.259137|-13.146153|-12.623854|-9.4068985|-9.50045|-9.275323|-8.831947|-10.475969|-7.772943|-10.010528|-12.135831|-11.536423|-11.732891|-9.961699|-10.349878|-10.959036|-9.453248|-11.081461|-11.7799835,-10.010528,9
9_letter_affirmative,Carolyn wrote a letter to her parents and she also gave them a call.,affirmative,subj,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##and|##she|##also|##gave|##them|##a|##call|.|<|endoftext|>,-7.259137|-13.146153|-12.623854|-9.4068985|-9.50045|-9.275323|-8.831947|-10.475969|-7.772943|-9.526997|-8.589276|-14.07044|-8.929923|-9.014876|-12.938807|-10.8481455|-11.804748,-9.526997,9
