id,sentence,type,pronoun,tokens,log_probs,pronoun_log_prob,critical_token_idx
9_letter_negated,Carolyn didn't write a letter to her parents and it arrived three days after she sent it.,negated,it,Car|olyn|##didn|'t|##write|##a|##letter|##to|##her|##parents|##and|##it|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.259137|-13.146153|-15.1839695|-11.547628|-12.634759|-9.819748|-9.728622|-9.100165|-9.483809|-11.543032|-7.7135363|-10.312681|-12.222896|-11.937683|-11.385723|-10.10527|-10.488703|-10.703203|-9.760302|-11.06225|-11.70478,-10.312681,11
9_letter_negated,Carolyn didn't write a letter to her parents and she also didn't explain anything when she visited them last year.,negated,subj,Car|olyn|##didn|'t|##write|##a|##letter|##to|##her|##parents|##and|##she|##also|##didn|'t|##explain|##anything|##when|##she|##visited|##them|##last|##year|.|<|endoftext|>,-7.2591357|-13.146151|-15.1839695|-11.547628|-12.634758|-9.81975|-9.728624|-9.100166|-9.483809|-11.543031|-7.7135363|-10.385086|-9.369922|-16.198645|-11.452277|-12.56204|-10.793396|-9.195681|-10.4611435|-12.740572|-11.105053|-8.939303|-12.953924|-11.200999|-11.7053175,-10.385086,11
9_letter_know,I know that Carolyn wrote a letter to her parents. It arrived three days after she sent it.,know,it,I|##know|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-9.438635|-12.974029|-9.18156|-9.669656|-8.896245|-9.0839615|-10.663491|-10.94567|-13.991487|-11.9093685|-11.315147|-11.852218|-10.183527|-10.794346|-10.764839|-9.794228|-11.063925|-11.846629,-13.991487,11
9_letter_know,I know that Carolyn wrote a letter to her parents. She also gave them a call.,know,subj,I|##know|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##She|##also|##gave|##them|##a|##call|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-9.438635|-12.974029|-9.18156|-9.669656|-8.896245|-9.0839615|-10.663491|-10.94567|-13.526536|-7.735761|-14.26113|-9.185808|-8.981588|-12.621776|-10.8248|-11.888456,-13.526536,11
9_letter_doubt,I doubt that Carolyn wrote a letter to her parents. It arrived three days after she sent it.,doubt,it,I|##doubt|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-8.608882|-11.764904|-4.967763|-8.327095|-12.487925|-9.294298|-9.034693|-8.665272|-9.18323|-11.6486435|-10.660225|-13.8650875|-11.620841|-11.297701|-11.445282|-10.039664|-10.60947|-10.675092|-9.768236|-10.730101|-11.668523,-13.8650875,11
9_letter_doubt,I doubt that Carolyn wrote a letter to her parents. She also didn't give them a call.,doubt,subj,I|##doubt|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##She|##also|##didn|'t|##give|##them|##a|##call|.|<|endoftext|>,-8.608882|-11.764904|-4.967763|-8.327095|-12.487925|-9.294298|-9.034693|-8.665272|-9.18323|-11.6486435|-10.660225|-13.902414|-7.4463415|-16.045254|-11.827357|-11.845812|-9.090515|-9.632423|-12.772798|-10.723515|-11.745853,-13.902414,11
9_letter_modal,Carolyn wants to write a letter to her parents and it arrives three days after she sends it.,modal,it,Car|olyn|##wants|##to|##write|##a|##letter|##to|##her|##parents|##and|##it|##arrives|##three|##days|##after|##she|##sends|##it|.|<|endoftext|>,-7.259137|-13.146153|-13.164331|-8.554764|-12.348088|-9.307471|-10.442211|-8.527466|-9.081721|-10.413131|-7.883687|-9.11595|-13.766087|-11.727093|-12.457415|-10.014232|-9.491135|-14.95174|-9.096647|-10.754867|-11.631214,-9.11595,11
9_letter_modal,Carolyn wants to write a letter to her parents and she also plans to send them a gift.,modal,subj,Car|olyn|##wants|##to|##write|##a|##letter|##to|##her|##parents|##and|##she|##also|##plans|##to|##send|##them|##a|##gift|.|<|endoftext|>,-7.259137|-13.146153|-13.164331|-8.554764|-12.348088|-9.307471|-10.442211|-8.527466|-9.081721|-10.413131|-7.883687|-9.483182|-8.583204|-11.038693|-8.893643|-11.319518|-8.722122|-9.241518|-7.5092487|-10.315426|-11.597975,-9.483182,11
9_letter_managed,Carolyn managed to write a letter to her parents. It arrived three days after she sent it.,managed,it,Car|olyn|##managed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.259137|-13.146153|-13.827488|-8.683319|-12.697847|-8.92283|-10.023564|-8.935213|-8.823278|-10.148036|-11.46303|-14.019911|-12.640346|-11.744143|-11.719967|-10.44379|-10.388292|-10.865164|-10.055173|-11.338555|-11.877157,-14.019911,11
9_letter_managed,Carolyn managed to write a letter to her parents. She also gave them a call.,managed,subj,Car|olyn|##managed|##to|##write|##a|##letter|##to|##her|##parents|.|##She|##also|##gave|##them|##a|##call|.|<|endoftext|>,-7.259137|-13.146153|-13.827488|-8.683319|-12.697847|-8.92283|-10.023564|-8.935213|-8.823278|-10.148036|-11.46303|-14.202414|-8.492652|-14.263834|-9.546178|-9.336057|-13.155236|-11.135647|-11.923642,-14.202414,11
9_letter_failed,Carolyn failed to write a letter to her parents. It arrived three days after she sent it.,failed,it,Car|olyn|##failed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.259137|-13.146153|-11.079275|-9.783899|-12.920245|-9.335302|-9.415026|-9.047054|-9.258649|-10.868972|-10.694077|-14.120544|-11.817009|-11.820314|-11.870972|-10.18345|-10.578274|-11.127543|-10.136126|-11.17407|-11.672794,-14.120544,11
9_letter_failed,Carolyn failed to write a letter to her parents. She also didn't give them a call.,failed,subj,Car|olyn|##failed|##to|##write|##a|##letter|##to|##her|##parents|.|##She|##also|##didn|'t|##give|##them|##a|##call|.|<|endoftext|>,-7.259137|-13.146153|-11.079275|-9.783899|-12.920245|-9.335302|-9.415026|-9.047054|-9.258649|-10.868972|-10.694077|-14.002755|-8.217316|-16.289742|-12.297755|-12.550524|-9.850077|-10.008116|-13.058928|-11.064291|-11.851717,-14.002755,11
10_hat_affirmative,Chris knitted a hat and it was very colorful.,affirmative,it,Chris|##kn|itted|##a|##hat|##and|##it|##was|##very|##colorful|.|<|endoftext|>,-11.466993|-14.622627|-14.276295|-9.229962|-7.7145796|-7.177223|-9.323647|-9.44925|-5.088502|-11.1955385|-10.548838|-11.3940935,-9.323647,6
10_hat_affirmative,Chris knitted a hat and he was very proud of it.,affirmative,subj,Chris|##kn|itted|##a|##hat|##and|##he|##was|##very|##proud|##of|##it|.|<|endoftext|>,-11.466993|-14.622627|-14.276295|-9.229962|-7.7145796|-7.177223|-8.968536|-9.439472|-5.227401|-13.744923|-10.421724|-9.058123|-10.542386|-11.444994,-8.968536,6
10_hat_negated,Chris didn't knit a hat and it was very colorful.,negated,it,Chris|##didn|'t|##knit|##a|##hat|##and|##it|##was|##very|##colorful|.|<|endoftext|>,-11.466993|-10.98407|-11.157816|-8.854993|-9.271101|-8.236631|-7.578006|-9.476657|-9.560672|-5.0422673|-11.664054|-10.354403|-11.370211,-9.476657,7
10_hat_negated,Chris didn't knit a hat and he didn't do any of the other assignments either.,negated,subj,Chris|##didn|'t|##knit|##a|##hat|##and|##he|##didn|'t|##do|##any|##of|##the|##other|##assignments|##either|.|<|endoftext|>,-11.466993|-10.984073|-11.157816|-8.854991|-9.271101|-8.23663|-7.5780053|-9.295763|-15.321411|-11.15321|-8.687679|-10.543778|-9.105236|-8.069803|-7.1071167|-11.485636|-8.742575|-10.697277|-11.420147,-9.295763,7
10_hat_know,I know that Chris knitted a hat. It was very colorful.,know,it,I|##know|##that|##Chris|##kn|itted|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-8.608882|-11.01769|-5.189838|-6.636304|-15.857449|-15.550051|-9.367668|-8.703275|-10.554281|-13.595704|-9.648071|-5.331593|-12.030132|-11.045685|-11.630028,-13.595704,9
10_hat_know,I know that Chris knitted a hat. He was very proud of it.,know,subj,I|##know|##that|##Chris|##kn|itted|##a|##hat|.|##He|##was|##very|##proud|##of|##it|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-6.636306|-15.857449|-15.550049|-9.367668|-8.703276|-10.554281|-12.702153|-9.887557|-5.6217957|-14.7584505|-10.833609|-9.827368|-10.824526|-11.635061,-12.702153,9
10_hat_doubt,I doubt that Chris knitted a hat. It was very colorful.,doubt,it,I|##doubt|##that|##Chris|##kn|itted|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-8.608882|-11.764902|-4.9677625|-6.3514194|-15.566376|-16.281408|-9.2146635|-8.141254|-10.122625|-13.628746|-9.656047|-5.6194363|-11.179786|-10.358482|-11.386918,-13.628746,9
10_hat_doubt,I doubt that Chris knitted a hat. He didn't do any of the other assignments either.,doubt,subj,I|##doubt|##that|##Chris|##kn|itted|##a|##hat|.|##He|##didn|'t|##do|##any|##of|##the|##other|##assignments|##either|.|<|endoftext|>,-8.608882|-11.764904|-4.967763|-6.3514204|-15.56638|-16.281408|-9.214664|-8.141256|-10.122623|-13.214383|-15.813385|-11.09752|-9.215084|-10.002403|-9.618187|-8.124968|-8.127863|-11.047209|-8.687874|-10.377758|-11.455221,-13.214383,9
10_hat_modal,Chris wants to knit a hat and it is very colorful.,modal,it,Chris|##wants|##to|##knit|##a|##hat|##and|##it|##is|##very|##colorful|.|<|endoftext|>,-11.466993|-11.571541|-8.6352825|-7.546115|-9.269372|-7.3266177|-7.2542944|-9.121338|-9.1009245|-5.1093645|-10.917861|-10.216594|-11.479287,-9.121338,7
10_hat_modal,Chris wants to knit a hat and he already chose the color for the yarn.,modal,subj,Chris|##wants|##to|##knit|##a|##hat|##and|##he|##already|##chose|##the|##color|##for|##the|##yarn|.|<|endoftext|>,-11.466993|-11.571545|-8.635284|-7.5461144|-9.269374|-7.3266196|-7.254294|-9.687952|-9.181065|-13.3192|-8.708063|-7.796145|-9.725533|-8.206598|-8.004677|-10.159243|-11.609856,-9.687952,7
10_hat_managed,Chris managed to knit a hat. It was very colorful.,managed,it,Chris|##managed|##to|##knit|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-11.466993|-12.03948|-8.534243|-9.000244|-9.032608|-6.85208|-10.025206|-13.828207|-9.604753|-5.5017705|-11.923185|-10.777872|-11.618837,-13.828207,7
10_hat_managed,Chris managed to knit a hat. He was very proud of it.,managed,subj,Chris|##managed|##to|##knit|##a|##hat|.|##He|##was|##very|##proud|##of|##it|.|<|endoftext|>,-11.466993|-12.03948|-8.534243|-9.000244|-9.032608|-6.85208|-10.025206|-12.615227|-9.606803|-6.290498|-14.431621|-10.7016945|-10.158608|-10.621255|-11.669996,-12.615227,7
10_hat_failed,Chris failed to knit a hat. It was very colorful.,failed,it,Chris|##failed|##to|##knit|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-11.466993|-11.919345|-9.458166|-9.700789|-8.869964|-7.229852|-9.893364|-13.551927|-9.5631275|-5.2174273|-11.178066|-10.580017|-11.522099,-13.551927,7
10_hat_failed,Chris failed to knit a hat. He didn't do any of the other assignments either.,failed,subj,Chris|##failed|##to|##knit|##a|##hat|.|##He|##didn|'t|##do|##any|##of|##the|##other|##assignments|##either|.|<|endoftext|>,-11.466993|-11.919345|-9.458164|-9.70079|-8.869965|-7.22985|-9.893362|-12.39968|-15.991896|-12.455673|-9.2875185|-9.964656|-10.348354|-8.290279|-7.23137|-11.333898|-8.331741|-10.630315|-11.550618,-12.39968,7
11_cod_affirmative,Sarah caught a cod and it made a fantastic dinner.,affirmative,it,Sarah|##caught|##a|##cod|##and|##it|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.422586|-11.571985|-10.264322|-7.4468102|-7.2044992|-9.434279|-11.919103|-8.391755|-12.203845|-5.430855|-9.999385|-11.567535,-9.434279,5
11_cod_affirmative,Sarah caught a cod and she ate it for dinner.,affirmative,subj,Sarah|##caught|##a|##cod|##and|##she|##ate|##it|##for|##dinner|.|<|endoftext|>,-11.422586|-11.571985|-10.264322|-7.4468102|-7.2044992|-9.195629|-12.912533|-9.038574|-9.851158|-9.369994|-10.365609|-11.417,-9.195629,5
11_cod_negated,Sarah didn't catch a cod and it made a fantastic dinner.,negated,it,Sarah|##didn|'t|##catch|##a|##cod|##and|##it|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.422586|-8.697767|-11.740692|-12.757533|-11.223294|-8.267641|-7.2067404|-9.525673|-11.821623|-8.540014|-12.200339|-5.0506563|-9.988324|-11.325172,-9.525673,7
11_cod_negated,Sarah didn't catch a cod and she got dinner from the store instead.,negated,subj,Sarah|##didn|'t|##catch|##a|##cod|##and|##she|##got|##dinner|##from|##the|##store|##instead|.|<|endoftext|>,-11.422586|-8.697767|-11.740692|-12.757533|-11.223294|-8.267641|-7.2067404|-9.569445|-10.106271|-7.739223|-9.490042|-8.377952|-8.801916|-7.6067677|-10.750049|-11.568151,-9.569445,7
11_cod_know,I know that Sarah caught a cod. It made a fantastic dinner.,know,it,I|##know|##that|##Sarah|##caught|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-8.608882|-11.01769|-5.189838|-7.381154|-11.797999|-9.626987|-7.3834324|-9.97918|-13.609604|-12.097567|-8.94109|-12.528602|-5.7293425|-9.913198|-11.514376,-13.609604,8
11_cod_know,I know that Sarah caught a cod. She ate it for dinner.,know,subj,I|##know|##that|##Sarah|##caught|##a|##cod|.|##She|##ate|##it|##for|##dinner|.|<|endoftext|>,-8.608882|-11.01769|-5.189838|-7.381154|-11.797999|-9.626987|-7.3834324|-9.97918|-13.565309|-12.68702|-9.035814|-10.150674|-9.190237|-10.676657|-11.518349,-13.565309,8
11_cod_doubt,I doubt that Sarah caught a cod. It made a fantastic dinner.,doubt,it,I|##doubt|##that|##Sarah|##caught|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-8.608882|-11.764902|-4.9677625|-7.0644684|-12.034654|-10.371313|-7.032413|-9.924986|-13.864555|-11.940435|-8.649092|-12.658219|-5.7931576|-9.726124|-11.424691,-13.864555,8
11_cod_doubt,I doubt that Sarah caught a cod. She also didn't catch any shrimp.,doubt,subj,I|##doubt|##that|##Sarah|##caught|##a|##cod|.|##She|##also|##didn|'t|##catch|##any|##shrimp|.|<|endoftext|>,-8.608882|-11.764904|-4.967763|-7.0644703|-12.034653|-10.371312|-7.0324116|-9.924985|-13.7345705|-7.5114794|-16.123758|-11.730826|-10.812315|-8.128073|-9.583178|-10.28674|-11.612799,-13.7345705,8
11_cod_modal,Sarah wants to catch a cod and it makes a fantastic dinner.,modal,it,Sarah|##wants|##to|##catch|##a|##cod|##and|##it|##makes|##a|##fantastic|##dinner|.|<|endoftext|>,-11.422586|-10.853785|-8.73931|-10.914688|-9.8775215|-7.071254|-7.014575|-9.351025|-12.224561|-9.078316|-12.665162|-4.587123|-10.152538|-11.43306,-9.351025,7
11_cod_modal,Sarah wants to catch a cod and she is obsessed with fishing blogs.,modal,subj,Sarah|##wants|##to|##catch|##a|##cod|##and|##she|##is|##obsessed|##with|##fishing|##blogs|.|<|endoftext|>,-11.422586|-10.853785|-8.73931|-10.914688|-9.8775215|-7.071254|-7.014575|-9.919868|-9.963358|-12.497896|-9.308535|-8.707374|-10.5128975|-10.464704|-11.595579,-9.919868,7
11_cod_managed,Sarah managed to catch a cod. It made a fantastic dinner.,managed,it,Sarah|##managed|##to|##catch|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.422586|-11.053541|-8.769277|-11.899748|-10.748976|-7.546874|-10.540822|-14.10146|-11.762127|-8.215275|-13.745953|-5.523425|-10.26382|-11.646717,-14.10146,7
11_cod_managed,Sarah managed to catch a cod. She ate it for dinner.,managed,subj,Sarah|##managed|##to|##catch|##a|##cod|.|##She|##ate|##it|##for|##dinner|.|<|endoftext|>,-11.422586|-11.053541|-8.769277|-11.899748|-10.748976|-7.546874|-10.540822|-13.904535|-13.238724|-9.6917305|-10.267555|-9.68697|-10.99077|-11.563817,-13.904535,7
11_cod_failed,Sarah failed to catch a cod. It made a fantastic dinner.,failed,it,Sarah|##failed|##to|##catch|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.422586|-11.368764|-9.829002|-10.959464|-10.254514|-6.919457|-10.171785|-13.7606325|-11.798879|-8.622483|-13.267105|-5.167708|-10.023281|-11.387475,-13.7606325,7
11_cod_failed,Sarah failed to catch a cod. She also didn't catch any shrimp.,failed,subj,Sarah|##failed|##to|##catch|##a|##cod|.|##She|##also|##didn|'t|##catch|##any|##shrimp|.|<|endoftext|>,-11.422586|-11.368764|-9.829002|-10.959464|-10.254514|-6.919457|-10.171785|-13.564478|-7.992175|-16.236515|-12.679667|-11.100831|-8.57158|-9.841455|-10.830811|-11.715233,-13.564478,7
12_ticket_affirmative,Thomas booked a ticket in advance and it was much cheaper than he expected.,affirmative,it,Thomas|##booked|##a|##ticket|##in|##advance|##and|##it|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.284019|-10.50868|-10.001708|-8.39777|-7.968445|-13.367742|-7.848741|-10.79888|-9.894921|-6.926073|-9.88151|-9.717495|-11.323824|-13.228023|-11.092684|-11.702892,-10.79888,7
12_ticket_affirmative,Thomas booked a ticket in advance and he also made a hotel reservation.,affirmative,subj,Thomas|##booked|##a|##ticket|##in|##advance|##and|##he|##also|##made|##a|##hotel|##reservation|.|<|endoftext|>,-12.284019|-10.50868|-10.001708|-8.39777|-7.968445|-13.367742|-7.848741|-10.003378|-8.658888|-11.84917|-10.448565|-10.123868|-10.914316|-10.981118|-11.54911,-10.003378,7
12_ticket_negated,Thomas didn't book a ticket in advance and it was much cheaper than he expected.,negated,it,Thomas|##didn|'t|##book|##a|##ticket|##in|##advance|##and|##it|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.284019|-12.109207|-11.23238|-8.274384|-11.024157|-9.025815|-9.033416|-15.071836|-7.9735084|-10.746769|-10.325627|-6.4522834|-9.225377|-9.699532|-11.31706|-13.138202|-11.29121|-11.673086,-10.746769,9
12_ticket_negated,Thomas didn't book a ticket in advance and he couldn't get one at the airport.,negated,subj,Thomas|##didn|'t|##book|##a|##ticket|##in|##advance|##and|##he|##couldn|'t|##get|##one|##at|##the|##airport|.|<|endoftext|>,-12.284019|-12.109207|-11.23238|-8.274384|-11.024157|-9.025815|-9.033416|-15.071836|-7.9735084|-9.922956|-15.573881|-10.111536|-10.296855|-8.338485|-9.5403|-9.429228|-7.8622637|-11.658374|-11.59016,-9.922956,9
12_ticket_know,I know that Thomas booked a ticket in advance. It was much cheaper than he expected.,know,it,I|##know|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-7.4355936|-10.150017|-9.856956|-8.475587|-7.96783|-13.937902|-10.934474|-14.141201|-10.019969|-6.2839594|-9.277521|-10.406948|-10.682977|-13.499127|-10.923178|-11.673755,-14.141201,10
12_ticket_know,I know that Thomas booked a ticket in advance. He also made a hotel reservation.,know,subj,I|##know|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##He|##also|##made|##a|##hotel|##reservation|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-7.4355936|-10.150017|-9.856956|-8.475587|-7.96783|-13.937902|-10.934474|-13.861498|-7.6818943|-11.748229|-10.407099|-10.90705|-10.449007|-10.911966|-11.735999,-13.861498,10
12_ticket_doubt,I doubt that Thomas booked a ticket in advance. It was much cheaper than he expected.,doubt,it,I|##doubt|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-8.608882|-11.764904|-4.967763|-7.300132|-9.818447|-10.3876505|-9.001536|-7.949899|-14.276923|-10.674293|-14.306408|-9.754893|-5.963902|-9.739363|-10.280339|-10.177171|-13.779675|-10.803659|-11.527985,-14.306408,10
12_ticket_doubt,I doubt that Thomas booked a ticket in advance. He didn't even show up at the airport until an hour before the flight.,doubt,subj,I|##doubt|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##He|##didn|'t|##even|##show|##up|##at|##the|##airport|##until|##an|##hour|##before|##the|##flight|.|<|endoftext|>,-8.608881|-11.764903|-4.967763|-7.300131|-9.818449|-10.387651|-9.001537|-7.9498987|-14.276924|-10.6742935|-14.204221|-16.382729|-11.474125|-8.005349|-14.493231|-9.7374115|-9.82151|-9.126944|-8.044831|-11.061466|-8.847123|-13.757999|-10.325018|-10.184931|-9.854027|-10.7568|-11.8449955,-14.204221,10
12_ticket_modal,Thomas wants to book a ticket in advance and it is much cheaper than he expected.,modal,it,Thomas|##wants|##to|##book|##a|##ticket|##in|##advance|##and|##it|##is|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.284019|-10.244394|-8.731323|-8.340409|-9.560255|-9.199391|-7.679573|-13.973418|-7.651291|-9.977345|-9.2495165|-6.365059|-9.069063|-9.897614|-10.719203|-12.50916|-10.504653|-11.528179,-9.977345,9
12_ticket_modal,Thomas wants to book a ticket in advance and he started to look for cheap flights.,modal,subj,Thomas|##wants|##to|##book|##a|##ticket|##in|##advance|##and|##he|##started|##to|##look|##for|##cheap|##flights|.|<|endoftext|>,-12.284019|-10.244394|-8.731323|-8.340409|-9.560255|-9.199391|-7.679573|-13.973418|-7.651291|-9.731293|-13.197906|-8.071106|-11.360343|-9.046419|-6.955248|-10.746747|-11.07482|-11.629688,-9.731293,9
12_ticket_managed,Thomas managed to book a ticket. It was much cheaper than he expected.,managed,it,Thomas|##managed|##to|##book|##a|##ticket|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.284019|-10.789761|-8.600559|-8.717466|-9.707762|-8.059784|-11.347805|-14.885414|-9.736451|-7.2198157|-9.64832|-10.498139|-11.205116|-13.847053|-11.430252|-11.87462,-14.885414,7
12_ticket_managed,Thomas managed to book a ticket. He also made a hotel reservation.,managed,subj,Thomas|##managed|##to|##book|##a|##ticket|.|##He|##also|##made|##a|##hotel|##reservation|.|<|endoftext|>,-12.284019|-10.789761|-8.600559|-8.717466|-9.707762|-8.059784|-11.347805|-14.331343|-8.327459|-11.672576|-9.915371|-10.114449|-11.219543|-11.573414|-11.831399,-14.331343,7
12_ticket_failed,Thomas failed to book a ticket. It was much cheaper than he expected.,failed,it,Thomas|##failed|##to|##book|##a|##ticket|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.284019|-9.247306|-9.744467|-7.408244|-11.009803|-8.542502|-11.035274|-14.6277275|-9.790525|-7.020469|-9.120877|-10.646232|-10.806482|-13.979849|-11.095951|-11.666618,-14.6277275,7
12_ticket_failed,Thomas failed to book a ticket. He also didn't show up at the airport until an hour before the flight.,failed,subj,Thomas|##failed|##to|##book|##a|##ticket|.|##He|##also|##didn|'t|##show|##up|##at|##the|##airport|##until|##an|##hour|##before|##the|##flight|.|<|endoftext|>,-12.284018|-9.247309|-9.744468|-7.408244|-11.009803|-8.542501|-11.035273|-13.998869|-8.159272|-16.591524|-12.768172|-14.048579|-11.156473|-9.176776|-8.773914|-7.4563007|-11.118505|-9.241204|-14.05824|-11.391157|-10.639735|-9.233866|-10.958404|-11.888052,-13.998869,7
13_bed_affirmative,Luke bought a bed and it was delivered the next day.,affirmative,it,Luke|##bought|##a|##bed|##and|##it|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-10.384163|-12.549091|-8.614353|-8.70121|-7.7494416|-9.801234|-9.457736|-8.259014|-8.3558235|-9.305405|-11.259551|-10.1011095|-11.237599,-9.801234,5
13_bed_affirmative,Luke bought a bed and he also got a new dresser.,affirmative,subj,Luke|##bought|##a|##bed|##and|##he|##also|##got|##a|##new|##dress|er|.|<|endoftext|>,-10.384163|-12.549091|-8.614353|-8.70121|-7.7494416|-9.316993|-8.093309|-10.233069|-8.632244|-8.101185|-10.236225|-13.422565|-10.227896|-11.477905,-9.316993,5
13_bed_negated,Luke didn't buy a bed and it was delivered the next day.,negated,it,Luke|##didn|'t|##buy|##a|##bed|##and|##it|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-10.384163|-11.629629|-11.433211|-11.405976|-9.735382|-9.061795|-8.121623|-10.088912|-9.523558|-8.395468|-9.168123|-9.324304|-11.483501|-10.034346|-11.218851,-10.088912,7
