id,sentence,type,pronoun,tokens,log_probs,continuation
9_letter_affirmative,Carolyn wrote letters to her husband and they,affirmative,it,Car|olyn| wrote| letters| to| her| husband| and| they| were| returned| to| her| un|opened|.| She| was| not,-6.365723|-8.076578|-7.000133|-0.5815664|-1.6318985|-2.6742766|-1.8289741|-6.1657596|-0.6660721|-2.1619275|-1.1322227|-0.12321135|-0.7249896|-0.044318758|-0.29981115|-1.331014|-2.1745665|-2.4340577,Carolyn wrote letters to her husband and they were returned to her unopened. She was not
9_letter_negated,Carolyn didn't write letters to her husband and they,negated,it,Car|olyn| didn|'t| write| letters| to| her| husband| and| they| didn|'t| have| a| phone|.| She| had| no| way,-6.3651624|-6.816657|-0.3128473|-7.8424916|-5.7674394|-2.3172045|-1.4129479|-2.8437133|-3.7522094|-5.292176|-1.2645206|-0.002265352|-1.7867334|-0.9147196|-1.3482927|-1.0511538|-1.6962769|-2.3306136|-1.4617422|-0.5701604,Carolyn didn't write letters to her husband and they didn't have a phone. She had no way
9_letter_know,I know that Carolyn wrote letters to her husband. They,know,it,I| know| that| Carolyn| wrote| letters| to| her| husband|.| They| were| in| the| box|.| I| read| them|.| I,-4.262354|-2.388538|-11.130702|-6.91252|-5.164874|-0.50374806|-1.9054002|-3.2989259|-2.8401668|-3.9103549|-0.9486168|-2.6453853|-1.059471|-2.5411468|-1.8341576|-1.353635|-2.5914497|-0.36736968|-0.9078016|-1.3865824,I know that Carolyn wrote letters to her husband. They were in the box. I read them. I
9_letter_doubt,I doubt that Carolyn wrote letters to her husband. They,doubt,it,"I| doubt| that| Carolyn| wrote| letters| to| her| husband|.| They| were| probably| written| by| her| mother|.|
|
|I",-8.072716|-1.914936|-11.421613|-8.1353445|-6.9665265|-0.87570083|-1.8712013|-3.1202097|-1.8493942|-4.0020223|-1.3268491|-2.1369715|-1.8696018|-0.254434|-1.8204619|-1.6810901|-1.4294317|-1.9819793|-0.002862875|-2.432038,"I doubt that Carolyn wrote letters to her husband. They were probably written by her mother.

I"
9_letter_modal,Carolyn wants to write letters to her parents and they,modal,it,Car|olyn| wants| to| write| letters| to| her| parents| and| they| are| not| allowed| to| send| them|.| She| wants| to,-6.365686|-8.318798|-0.48941863|-5.4909573|-6.077088|-0.54042757|-1.6374602|-3.5094664|-1.6480217|-6.116201|-2.1506777|-2.9346309|-1.988528|-0.27098662|-1.982377|-1.0077404|-0.7958155|-1.8400934|-1.945388|-0.1781132,Carolyn wants to write letters to her parents and they are not allowed to send them. She wants to
9_letter_managed,Carolyn managed to write letters to her husband. They,managed,it,Car|olyn| managed| to| write| letters| to| her| husband|.| They| were| smuggled| out| of| the| camp| and| delivered| to| him,-6.36526|-9.5529|-0.48377866|-6.705553|-5.848302|-0.65263516|-1.1631078|-2.5679421|-3.4721985|-3.1523407|-0.48716232|-2.627364|-0.25317544|-0.6992911|-0.45517573|-1.0661575|-1.2371515|-1.4236568|-0.20631118|-0.9304019,Carolyn managed to write letters to her husband. They were smuggled out of the camp and delivered to him
9_letter_failed,Carolyn failed to write letters to her husband. They,failed,it,Car|olyn| failed| to| write| letters| to| her| husband|.| They| were| not| the| kind| of| letters| that| could| be| written,-6.3660593|-12.248725|-0.22708441|-6.1429906|-5.773083|-1.1060934|-0.8880899|-2.6852853|-2.3019583|-5.140035|-1.2643768|-3.0201364|-3.1977367|-1.8511479|-0.16421756|-0.45477703|-1.0519654|-2.015538|-0.15695228|-1.4847407,Carolyn failed to write letters to her husband. They were not the kind of letters that could be written
10_hat_affirmative,Chris knitted hats and they,affirmative,it,"Chris| kn|itted| hats| and| they| were| sold| in| the| shop|.|
|
|Chris| was",-11.728064|-3.9025278|-14.250046|-2.14046|-7.038184|-1.4746585|-2.0033329|-1.6275771|-1.3829371|-2.5845802|-1.0085565|-1.5480566|-0.013194049|-2.2276728|-2.4427936,"Chris knitted hats and they were sold in the shop.

Chris was"
10_hat_negated,Chris didn't knit hats and they,negated,it,"Chris| didn|'t| knit| hats| and| they| didn|'t| have| a| dog|.|
|
|""|I",-6.5022798|-0.2859294|-12.952939|-6.937487|-3.3440492|-6.278631|-1.6099074|-0.0009277116|-1.3128508|-1.4577624|-2.6244056|-0.7906304|-1.4594578|-0.0015683688|-1.6316679|-2.0415826,"Chris didn't knit hats and they didn't have a dog.

""I"
10_hat_know,I know that Chris knitted hats. They,know,it,I| know| that| Chris| kn|itted| hats|.| They| were| all| the| rage| in| the| early| 2000|s|.,-4.2614527|-2.3930755|-8.969145|-12.410083|-1.532822|-6.4485865|-3.6241322|-4.304554|-1.0673975|-2.918014|-2.494542|-0.53363746|-1.7000972|-0.8036196|-2.392607|-2.0980875|-0.21045616|-0.7286018,I know that Chris knitted hats. They were all the rage in the early 2000s.
10_hat_doubt,I doubt that Chris knitted hats. They,doubt,it,"I| doubt| that| Chris| kn|itted| hats|.| They| were| probably| made| by| his| mother|.|
|
|I",-8.071989|-1.9195502|-9.081359|-12.33213|-2.0428877|-8.740838|-2.6638906|-4.948887|-1.3659599|-1.1159912|-1.6841843|-0.3758567|-1.6106181|-1.3630381|-1.2828454|-1.679487|-0.0027752453|-2.5259368,"I doubt that Chris knitted hats. They were probably made by his mother.

I"
10_hat_modal,Chris wants to knit hats and they,modal,it,"Chris| wants| to| knit| hats| and| they| are| going| to| knit| hats|.|
|
|Chris| is",-8.453152|-0.38206518|-10.752706|-5.511134|-2.2732403|-8.068027|-2.224655|-2.9314382|-0.06967098|-2.5382135|-1.0659822|-1.5013711|-1.5094813|-0.002386333|-2.1946728|-1.8689318,"Chris wants to knit hats and they are going to knit hats.

Chris is"
10_hat_managed,Chris managed to knit hats. They,managed,it,"Chris| managed| to| knit| hats|.| They| were| not| very| good|,| but| they| were| hats|.",-10.14026|-0.29697382|-10.66388|-9.07917|-4.503688|-3.9649785|-0.98059964|-2.8508818|-2.117747|-0.7521763|-0.9968696|-0.26983228|-1.1073831|-0.5444004|-2.0128837|-0.42784756,"Chris managed to knit hats. They were not very good, but they were hats."
10_hat_failed,Chris failed to knit hats. They,failed,it,"Chris| failed| to| knit| hats|.| They| were| too| small|.|
|
|Chris| was| a| good",-11.017902|-0.44870222|-12.565589|-7.5913277|-2.6597087|-5.3225513|-1.3694137|-1.6707897|-1.3841344|-1.0474436|-1.4927831|-0.0027704637|-1.8478079|-2.5776174|-2.2578247|-2.952173,"Chris failed to knit hats. They were too small.

Chris was a good"
11_cod_affirmative,Sarah caught cods and they,affirmative,it,"Sarah| caught| c|ods| and| they| were| delicious|.|
|
|We| had| a| great| time",-9.238466|-12.493618|-7.0694175|-2.582993|-5.141605|-1.3356804|-1.7129557|-0.70489746|-1.860566|-0.0016650254|-2.3652732|-2.0826156|-0.8034186|-1.363659|-0.5802153,"Sarah caught cods and they were delicious.

We had a great time"
11_cod_negated,Sarah didn't catch cods and they,negated,it,"Sarah| didn|'t| catch| c|ods| and| they| didn|'t| catch| her|.|
|
|She| was| a",-6.185107|-0.35226032|-6.8194237|-12.404039|-7.882506|-3.1829567|-4.4906063|-1.3278538|-0.002515815|-1.0139146|-0.8294978|-0.56989956|-1.5916593|-0.0023432563|-2.2659292|-2.1077225|-2.4904454,"Sarah didn't catch cods and they didn't catch her.

She was a"
11_cod_know,I know that Sarah caught cods. They,know,it,I| know| that| Sarah| caught| c|ods|.| They| were| a| delic|acy| in| the| house|.| I| remember,-4.2621136|-2.389189|-9.186357|-9.608184|-10.899144|-6.8873124|-2.8196216|-4.2150216|-1.3030298|-3.0471213|-2.4376755|-0.0022599765|-1.6490725|-1.5978664|-2.4386554|-1.243109|-1.8966913|-2.2185817,I know that Sarah caught cods. They were a delicacy in the house. I remember
11_cod_doubt,I doubt that Sarah caught cods. They,doubt,it,I| doubt| that| Sarah| caught| c|ods|.| They| are| not| a| fish| that| you| catch| with| a| rod,-8.071772|-1.9192162|-9.134005|-10.771866|-11.100106|-6.9985924|-2.7605371|-4.3218765|-1.7301329|-2.165721|-2.885987|-2.0102303|-0.9123804|-1.9084798|-1.0801036|-1.5468599|-0.5207833|-0.8017565,I doubt that Sarah caught cods. They are not a fish that you catch with a rod
11_cod_modal,Sarah wants to catch cods and they,modal,it,"Sarah| wants| to| catch| c|ods| and| they| are| not| biting|.|
|
|I| want| to| catch",-7.400129|-0.56827205|-7.397457|-9.58326|-6.027134|-2.39241|-5.406866|-1.8043702|-2.4460604|-1.5813106|-0.9628853|-1.6263642|-0.0049937065|-2.7701035|-2.018691|-0.13782533|-0.7436013,"Sarah wants to catch cods and they are not biting.

I want to catch"
11_cod_managed,Sarah managed to catch cods. They,managed,it,"Sarah| managed| to| catch| c|ods|.| They| were| small|,| but| she| was| happy| to| have| them",-9.80778|-0.4723728|-4.2471204|-11.993759|-8.493559|-3.0402677|-3.0959258|-0.9318101|-2.4199865|-0.7637983|-0.45258164|-1.8083109|-1.7667953|-2.1220577|-1.1397294|-0.52729666|-1.038474,"Sarah managed to catch cods. They were small, but she was happy to have them"
11_cod_failed,Sarah failed to catch cods. They,failed,it,Sarah| failed| to| catch| c|ods|.| They| were| too| fast| for| her|.| She| tried| to| catch,-10.271604|-0.23156925|-5.2844076|-11.394614|-8.190082|-2.4782715|-4.1275015|-1.4459926|-1.5780786|-1.7414887|-0.8440048|-0.06631173|-0.54013973|-1.5692533|-2.572083|-1.2504413|-1.2458563,Sarah failed to catch cods. They were too fast for her. She tried to catch
12_ticket_affirmative,Thomas booked tickets in advance and they,affirmative,it,Thomas| booked| tickets| in| advance| and| they| were| waiting| for| them| at| the| airport|.| They| were,-13.497853|-4.509657|-4.1432533|-2.438482|-1.6797651|-2.7342868|-1.5711797|-2.4282677|-0.38419136|-0.923852|-0.47021002|-0.1804918|-1.1381646|-0.48581302|-1.7244308|-1.8526571,Thomas booked tickets in advance and they were waiting for them at the airport. They were
12_ticket_negated,Thomas didn't book tickets in advance and they,negated,it,Thomas| didn|'t| book| tickets| in| advance| and| they| were| lucky| to| get| seats| on| the| train|.| The,-8.085151|-0.41566795|-10.82252|-5.3011365|-2.3781195|-0.2820551|-2.3364372|-3.1859863|-1.5338318|-2.618434|-0.33042598|-0.60246056|-1.317313|-0.96401876|-0.47907346|-2.0116544|-0.85526764|-2.10428,Thomas didn't book tickets in advance and they were lucky to get seats on the train. The
12_ticket_know,I know that Thomas booked tickets in advance. They,know,it,"I| know| that| Thomas| booked| tickets| in| advance|.| They| are| not| available| now|.|
|
|(|9|02",-4.262303|-2.3906283|-9.547012|-11.057889|-5.9226193|-4.035154|-1.4124461|-2.3373957|-5.0894938|-2.2858684|-2.9093378|-2.7320929|-1.3091398|-0.46862736|-1.3200681|-0.0008513505|-2.2939606|-3.005526|-2.3600502,"I know that Thomas booked tickets in advance. They are not available now.

(902"
12_ticket_doubt,I doubt that Thomas booked tickets in advance. They,doubt,it,I| doubt| that| Thomas| booked| tickets| in| advance|.| They|'re| probably| still| in| the| queue|.| I|'ll| call,-8.071772|-1.9192162|-9.147954|-12.618949|-5.612268|-3.0256064|-0.78789383|-1.5055183|-4.454642|-2.3898234|-1.1796846|-2.3269918|-2.2263138|-0.89946705|-2.684388|-1.533096|-2.216011|-1.8395573|-2.1276073,I doubt that Thomas booked tickets in advance. They're probably still in the queue. I'll call
12_ticket_modal,Thomas wants to book tickets in advance and they,modal,it,"Thomas| wants| to| book| tickets| in| advance| and| they| are| not| available|.|
|
|Thomas| wants| to| book",-9.069989|-0.51612777|-9.161218|-4.5173707|-4.0915365|-1.0036567|-2.8424497|-5.6937356|-1.5766159|-2.384673|-1.0527215|-1.4233814|-1.308761|-0.0011639334|-2.3384778|-1.7345457|-0.07691066|-0.55041695,"Thomas wants to book tickets in advance and they are not available.

Thomas wants to book"
12_ticket_managed,Thomas managed to book tickets. They,managed,it,"Thomas| managed| to| book| tickets|.| They| were| in| the| front| row|.|
|
|""|I",-10.682376|-0.18700664|-8.53595|-4.5637064|-4.704745|-4.015613|-1.7809768|-2.468132|-0.8324811|-2.349456|-0.28158525|-1.211709|-1.7366203|-0.0015189394|-1.8859597|-1.8740445,"Thomas managed to book tickets. They were in the front row.

""I"
12_ticket_failed,Thomas failed to book tickets. They,failed,it,"Thomas| failed| to| book| tickets|.| They| were| sold| out|.|
|
|(|9|02|)",-10.69713|-0.22591248|-8.468948|-4.582283|-4.555292|-4.930233|-2.4084244|-2.678789|-0.025381777|-0.40183505|-1.0643274|-0.001038922|-2.3062036|-2.694868|-2.1797693|-9.0437854e-05,"Thomas failed to book tickets. They were sold out.

(902)"
13_bed_affirmative,Luke bought beds and they,affirmative,it,Luke| bought| beds| and| they| were| delivered| and| set| up| yesterday|.| The| guys| were,-10.498858|-13.424655|-1.3507353|-6.14036|-1.7705803|-0.5174915|-1.6079087|-0.38741565|-0.06210335|-1.341754|-0.32052764|-1.2627244|-0.9263604|-0.5511671,Luke bought beds and they were delivered and set up yesterday. The guys were
13_bed_negated,Luke didn't buy beds and they,negated,it,Luke| didn|'t| buy| beds| and| they| didn|'t| have| a| lot| of| money|.| He|'d,-7.279735|-0.32902908|-6.288381|-13.598763|-3.557959|-5.183621|-1.623125|-0.0016232328|-0.9419069|-1.7498952|-2.3425097|-0.026341654|-1.0035514|-1.0546474|-1.8674383|-1.8534688,Luke didn't buy beds and they didn't have a lot of money. He'd
13_bed_know,I know that Luke bought beds. They,know,it,I| know| that| Luke| bought| beds|.| They|'re| in| the| back| of| his| truck|.| I|'ll,-4.262695|-2.3908381|-9.410399|-7.994382|-12.625174|-3.3141596|-3.752777|-1.7211393|-1.4233494|-0.54102373|-2.4486501|-0.36803684|-0.881588|-0.64124|-1.0294299|-1.4210591|-2.0515654,I know that Luke bought beds. They're in the back of his truck. I'll
13_bed_doubt,I doubt that Luke bought beds. They,doubt,it,"I| doubt| that| Luke| bought| beds|.| They| were| probably| already| there|.|bytes:\xe2\x80|bytes:\x9d|
|
|bytes:\xe2\x80",-8.071989|-1.9223516|-9.933194|-7.988282|-13.131543|-2.7388191|-3.323278|-1.8154993|-0.6399923|-2.5792701|-0.7634353|-1.0376221|-2.1963112|-0.08072042|-0.27555543|-0.00010784233|-0.44668585,"I doubt that Luke bought beds. They were probably already there.”

"
13_bed_modal,Luke wants to buy beds and they,modal,it,"Luke| wants| to| buy| beds| and| they| are| on| sale|.|
|
|I| want| to| buy",-9.492295|-0.51707846|-5.5003214|-12.731704|-2.2560146|-5.7398314|-2.2022576|-2.9720647|-0.2768582|-1.2232436|-1.740193|-0.0018328062|-2.9427412|-2.1103656|-0.21630204|-0.6344319,"Luke wants to buy beds and they are on sale.

I want to buy"
13_bed_managed,Luke managed to buy beds. They,managed,it,"Luke| managed| to| buy| beds|.| They| were| not| the| most| comfortable| beds|,| but| they| were",-10.014566|-0.38836226|-7.095442|-13.177426|-3.2819676|-2.9404829|-0.9622434|-2.8442802|-1.3713396|-1.1566818|-0.32099184|-1.346957|-1.1447784|-0.31558406|-0.4760753|-0.4815743,"Luke managed to buy beds. They were not the most comfortable beds, but they were"
13_bed_failed,Luke failed to buy beds. They,failed,it,"Luke| failed| to| buy| beds|.| They| had| to| sleep| on| the| floor|.|
|
|Luke",-10.240045|-0.20149662|-7.576544|-12.706798|-2.4091246|-4.142042|-2.2229352|-0.7727893|-0.92418927|-0.30170187|-0.42731163|-0.36489725|-0.60351443|-0.9962221|-0.003191217|-1.9234309,"Luke failed to buy beds. They had to sleep on the floor.

Luke"
14_gin_affirmative,Dan drank gin tonics and they,affirmative,it,"Dan| drank| gin| ton|ics| and| they| talked| about| the| war|.|
|
|""|I| was",-11.277711|-7.5544224|-5.8624306|-0.45223898|-1.4655578|-5.6058793|-1.5404203|-0.55103827|-1.3567748|-2.7119334|-0.76056844|-1.9231153|-0.0005151868|-1.5275897|-1.5986241|-2.0609481,"Dan drank gin tonics and they talked about the war.

""I was"
14_gin_negated,Dan didn't drink gin tonics and they,negated,it,Dan| didn|'t| drink| gin| ton|ics| and| they| didn|'t| have| any| beer|.| He| ordered| a| glass,-7.3993907|-0.2973943|-7.3705273|-7.887656|-6.7034764|-1.102663|-3.3712962|-4.898914|-1.595706|-0.0016679501|-1.4440984|-1.0702014|-1.9178275|-0.9271193|-1.6206615|-1.9917464|-0.3950672|-2.0491827,Dan didn't drink gin tonics and they didn't have any beer. He ordered a glass
14_gin_know,I know that Dan drank gin tonics. They,know,it,I| know| that| Dan| drank| gin| ton|ics|.| They| were| his| favorite| drink|.| I| know| that| he| liked,-4.26245|-2.389608|-9.490878|-11.445304|-7.321491|-6.437407|-0.48223233|-1.7495255|-4.466984|-1.0386204|-0.82952505|-0.8294343|-0.5555888|-0.59363407|-1.6490456|-1.7432221|-0.39406252|-0.911697|-1.8154285,I know that Dan drank gin tonics. They were his favorite drink. I know that he liked
14_gin_doubt,I doubt that Dan drank gin tonics. They,doubt,it,"I| doubt| that| Dan| drank| gin| ton|ics|.| They| were| probably| his| favorite| drink|.|
|
|I|bytes:\xe2\x80",-8.072357|-1.9222431|-9.317148|-11.89835|-7.2822795|-6.5209866|-1.0473646|-1.4863886|-4.580586|-1.5914043|-2.250533|-2.8252232|-2.5074399|-0.9392792|-1.0607448|-1.763359|-0.001092625|-2.3550768|-3.1950266,"I doubt that Dan drank gin tonics. They were probably his favorite drink.

I"
14_gin_modal,Dan wants to drink gin tonics and they,modal,it,"Dan| wants| to| drink| gin| ton|ics| and| they|'re| not| on| the| menu|.|
|
|""|I",-8.814036|-0.37022325|-7.836439|-7.6185975|-5.186189|-0.86443007|-1.8837857|-7.556801|-2.3586164|-2.1639142|-2.5560064|-0.079295054|-0.2679173|-0.8339761|-1.4970932|-0.0013443439|-1.8513901|-1.770352,"Dan wants to drink gin tonics and they're not on the menu.

""I"
14_gin_managed,Dan managed to mix gin tonics. They,managed,it,"Dan| managed| to| mix| gin| ton|ics|.| They| were| strong| and| cold| and| tasted| like| heaven|.|
",-10.282484|-0.26015216|-9.3726635|-9.748092|-6.8904023|-0.44594544|-3.3677692|-3.7422931|-1.1414113|-2.973485|-1.0958189|-2.6002042|-0.84578353|-2.192743|-1.4083632|-2.107916|-0.2659912|-1.7551284,"Dan managed to mix gin tonics. They were strong and cold and tasted like heaven.
"
14_gin_failed,Dan failed to mix gin tonics. They,failed,it,"Dan| failed| to| mix| gin| ton|ics|.| They| were| too| sweet|.|
|
|Dan| was| a| bad",-11.863255|-0.38435608|-10.339265|-9.740011|-7.3800235|-0.82877916|-1.9489043|-4.785199|-1.019475|-2.3602338|-1.5732428|-0.6675081|-1.443182|-0.0005630759|-1.5420425|-2.2843747|-1.9470258|-3.0292664,"Dan failed to mix gin tonics. They were too sweet.

Dan was a bad"
15_bone_affirmative,David discovered bones on his archeological expedition and they,affirmative,it,David| discovered| bones| on| his| arche|ological| expedition| and| they| were| not| human|.| He| was| attacked| by| a| creature,-10.93297|-11.510822|-2.9489167|-2.3738937|-8.8558445|-0.03893424|-3.7782578|-2.7022653|-3.3171732|-1.6259892|-3.2332284|-0.902104|-0.61599267|-2.0204356|-2.6370249|-3.0554688|-0.55211025|-1.1434727|-1.8386679,David discovered bones on his archeological expedition and they were not human. He was attacked by a creature
15_bone_negated,David didn't discover bones on his archeological expedition and they,negated,it,David| didn|'t| discover| bones| on| his| arche|ological| expedition| and| they| weren|'t| found| by| the| police|.| They| were| found,-7.5977235|-0.42839912|-9.828657|-11.161858|-3.5749872|-1.5269005|-10.20608|-0.030858433|-3.2277234|-5.32679|-4.2519836|-1.7693539|-0.0046365066|-2.9463904|-1.0673119|-1.7419934|-3.7289152|-1.1817575|-1.6961181|-0.31011024|-1.5871072,David didn't discover bones on his archeological expedition and they weren't found by the police. They were found
15_bone_know,I know that David discovered bones on his archeological expedition. They,know,it,"I| know| that| David| discovered| bones| on| his| arche|ological| expedition|.| They| were| in| a| cave|,| and| he| was| the| only",-4.2624497|-2.3896077|-8.085063|-9.854516|-9.034478|-2.4929097|-1.7555071|-9.328185|-0.043521248|-3.5890632|-1.6078176|-3.6555886|-1.0563794|-2.9082658|-0.9231656|-1.1392149|-1.848093|-1.241151|-1.4424695|-2.365678|-2.0757682|-0.7459645,"I know that David discovered bones on his archeological expedition. They were in a cave, and he was the only"
15_bone_doubt,I doubt that David discovered bones on his archeological expedition. They,doubt,it,I| doubt| that| David| discovered| bones| on| his| arche|ological| expedition|.| They| were| probably| planted| there| by| the| Neph|il|im|.,-8.072716|-1.9201941|-8.33011|-10.081807|-10.574351|-2.9410343|-1.6351656|-9.3960495|-0.020596309|-2.9226341|-1.2493876|-4.1504526|-1.2063333|-0.73641634|-2.2030087|-1.0642489|-1.1621877|-1.3392056|-3.3881907|-0.031899117|-0.015458142|-1.3965789,I doubt that David discovered bones on his archeological expedition. They were probably planted there by the Nephilim.
15_bone_modal,David wants to discover bones on his archeological expedition and they,modal,it,David| wants| to| discover| bones| on| his| arche|ological| expedition| and| they| are| not| disappointed|.| They| find| a| skull| and| a,-9.359576|-0.3963176|-8.309263|-12.723458|-4.0048485|-2.474538|-8.07523|-0.05971859|-3.1091678|-3.111734|-5.858076|-2.1274295|-2.9141047|-2.5043085|-0.45993477|-1.8152227|-0.87575114|-1.3470037|-2.1692626|-1.2003022|-1.6447394,David wants to discover bones on his archeological expedition and they are not disappointed. They find a skull and a
15_bone_managed,David managed to discover bones on his archeological expedition. They,managed,it,David| managed| to| discover| bones| on| his| arche|ological| expedition|.| They| were| the| bones| of| a| human| being|.| He| was,-10.866506|-0.21326357|-8.183801|-12.82732|-3.8617065|-2.148313|-9.468548|-0.04590495|-3.3152368|-1.4393638|-3.2965512|-1.2553926|-2.706183|-0.7280044|-0.058326863|-0.91658235|-2.6565943|-1.3832977|-1.1549752|-1.9517543|-2.1231375,David managed to discover bones on his archeological expedition. They were the bones of a human being. He was
15_bone_failed,David failed to discover bones on his archeological expedition. They,failed,it,"David| failed| to| discover| bones| on| his| arche|ological| expedition|.| They| were| found| by| a| later| expedition|.|
|
|David",-11.303491|-0.29996997|-7.3911886|-10.919279|-3.7281923|-2.3592362|-8.208883|-0.023395546|-3.1429067|-1.7101681|-5.4082212|-1.3968834|-2.2189364|-1.4713227|-2.028819|-2.3258274|-0.44450298|-1.2240471|-1.1920631|-0.011898115|-1.719333,"David failed to discover bones on his archeological expedition. They were found by a later expedition.

David"
16_house_affirmative,Lisa built houses and they,affirmative,it,Lisa| built| houses| and| they| were| beautiful|.| She| was| a| great| cook| and| she,-10.505721|-6.646481|-2.3866956|-5.512802|-1.329774|-2.4259858|-0.79812586|-1.670685|-1.7947701|-1.4641556|-2.4537385|-1.9785515|-0.9625197|-1.775387,Lisa built houses and they were beautiful. She was a great cook and she
16_house_negated,Lisa didn't build houses and they,negated,it,Lisa| didn|'t| build| houses| and| they| didn|'t| have| a| lot| of| money|.| They| had,-6.6920714|-0.290995|-10.485626|-6.3049855|-3.7581425|-4.887537|-1.033445|-0.0015408484|-1.6014826|-1.3969458|-2.4092898|-0.07279772|-0.59516895|-0.84618783|-2.0121243|-1.7712724,Lisa didn't build houses and they didn't have a lot of money. They had
16_house_know,I know that Lisa built houses. They,know,it,I| know| that| Lisa| built| houses|.| They| were| beautiful|.| She| was| a| great| car|penter|.,-4.2621636|-2.392852|-9.868034|-10.303561|-6.251325|-2.96679|-5.084398|-1.1934983|-2.7789721|-1.1919616|-1.6483115|-1.6118438|-1.3044223|-2.1842692|-2.0686781|-0.0033891024|-0.6345689,I know that Lisa built houses. They were beautiful. She was a great carpenter.
16_house_doubt,I doubt that Lisa built houses. They,doubt,it,"I| doubt| that| Lisa| built| houses|.| They| were| probably| built| by| a| contractor|.|
|
|I",-8.071785|-1.9196118|-10.116606|-10.372777|-7.1055355|-2.509189|-5.3353148|-1.7321646|-1.0580643|-1.4990276|-0.22179593|-2.3669589|-1.707336|-1.3156112|-2.1158957|-0.0017433002|-2.659451,"I doubt that Lisa built houses. They were probably built by a contractor.

I"
16_house_modal,Lisa wants to build houses and they,modal,it,"Lisa| wants| to| build| houses| and| they| are| going| to| build| houses|.|
|
|Lisa| wants",-8.666033|-0.3879156|-5.613029|-5.9075513|-2.76862|-6.0551567|-2.2136295|-2.6286936|-0.05234635|-1.5604393|-1.6453459|-1.3523293|-1.822419|-0.0014954205|-1.7677033|-1.4530389,"Lisa wants to build houses and they are going to build houses.

Lisa wants"
16_house_managed,Lisa managed to build houses. They,managed,it,"Lisa| managed| to| build| houses|.| They| were| small|,| but| they| were| houses|.| She| had",-9.757703|-0.10132421|-7.3653774|-8.20986|-4.359844|-3.8135476|-1.2236773|-2.1655793|-0.9475452|-1.3732837|-0.9253081|-0.58646846|-1.9077457|-0.43938646|-1.7349908|-2.412798,"Lisa managed to build houses. They were small, but they were houses. She had"
16_house_failed,Lisa failed to build houses. They,failed,it,"Lisa| failed| to| build| houses|.| They| were| too| expensive|.|
|
|Lisa| failed| to| build",-11.308393|-0.17217872|-7.70166|-9.377029|-3.205723|-4.321231|-2.2823973|-2.966533|-1.8529896|-1.0619366|-1.6515307|-0.0030905874|-1.5808685|-1.7920461|-0.04849116|-0.6441986,"Lisa failed to build houses. They were too expensive.

Lisa failed to build"
